system:index,Albedo_inst,AvgSurfT_inst,CanopInt_inst,ECanop_tavg,ESoil_tavg,EVI,EVI_Amplitude_1,EVI_Amplitude_2,EVI_Minimum_1,EVI_Minimum_2,Evap_tavg,Greenup_1,Greenup_2,LABEL,LC_Type1,LC_Type2,LWdown_f_tavg,Lwnet_tavg,MidGreendown_1,MidGreendown_2,MidGreenup_1,MidGreenup_2,NDVI,NDWI,NumCycles,Peak_1,Peak_2,PotEvap_tavg,Psurf_f_inst,Qair_f_inst,Qg_tavg,Qh_tavg,Qle_tavg,Qs_acc,Qsb_acc,Qsm_acc,Rainf_f_tavg,Rainf_tavg,RootMoist_inst,SWE_inst,SWdown_f_tavg,Senescence_1,Senescence_2,SnowDepth_inst,Snowf_tavg,SoilMoi0_10cm_inst,SoilMoi100_200cm_inst,SoilMoi10_40cm_inst,SoilMoi40_100cm_inst,SoilTMP0_10cm_inst,SoilTMP100_200cm_inst,SoilTMP10_40cm_inst,SoilTMP40_100cm_inst,Swnet_tavg,Tair_f_inst,Tveg_tavg,Wind_f_inst,X,Y,aet,constant,def,pdsi,pet,pr,soil,srad,swe,tmmn,tmmx,vap,vpd,vs,.geo
000000000000000000c7,13.912472,290.46796,0.17626613,10.9492,36.41964,4298,2552.0,3882.0,1546.0,1875.0,2.7910062E-5,350.0,523.0,996,12,12,358.52948,-45.323368,492.0,619.0,394.0,544.0,6405,0.97467285,2.0,450.0,581.0,118.08369,101055.81,0.010989536,-0.0803859,9.65075,69.84045,0.018912638,0.11057262,0.0016336195,4.0840212E-5,4.061837E-5,464.84534,0.10946085,144.91519,472.0,597.0,3.8049452E-4,2.2184065E-7,35.698685,388.72427,108.48939,221.85703,290.40002,290.18457,290.12335,290.14893,124.66641,290.63004,22.52929,2.589415,113.94231063772011,30.219326157780703,804.5,1,68.75,-32.75,874.6666666666666,96.75,610.25,1536.5833333333333,0.0,138.75,213.0,1638.4166666666667,71.25,213.58333333333334,"{""type"":""Point"",""coordinates"":[113.94231227984338,30.219327839202705]}"
000000000000000000db,18.147957,288.18896,0.06474588,7.9508038,14.449234,5387,2915.0,2669.0,1221.0,2172.0,2.089746E-5,435.0,555.0,3284,12,12,326.37433,-65.588264,507.0,633.0,450.0,569.0,7155,0.2655304,2.0,482.0,599.0,201.46217,101095.36,0.0070665344,-0.21562636,30.534286,52.40638,0.006791734,1.7146292E-4,0.0030987293,2.1494643E-5,2.0835818E-5,223.66962,0.27915865,180.16718,492.0,613.0,0.0013254808,6.586195E-7,23.756868,282.37836,71.59342,128.31932,288.1217,287.3835,287.7394,287.63397,148.20918,287.80774,28.955463,3.0970044,115.45148031504091,36.47160053525258,464.1666666666667,1,417.5833333333333,-224.08333333333334,891.6666666666666,51.25,236.83333333333334,1847.0,4.583333333333333,87.75,188.0,1209.8333333333333,80.75,225.25,"{""type"":""Point"",""coordinates"":[115.45148165407896,36.47159841297815]}"
00000000000000000123,19.047583,298.21863,0.041443683,2.5231044,13.439001,4068,2597.0,2142.0,1536.0,1376.0,1.4501924E-5,340.0,486.0,2901,12,12,359.41663,-87.20042,447.0,617.0,363.0,511.0,4949,0.6752463,2.0,404.0,576.0,265.0662,96552.79,0.0089845015,-0.1654649,55.293247,36.278683,0.0055669607,0.030065354,1.5934065E-5,1.644667E-5,1.644667E-5,142.26065,0.007287088,220.22617,421.0,595.0,1.8681318E-5,0.0,16.77804,246.47858,52.182056,103.74867,298.2095,297.9042,298.4548,298.2719,178.09326,297.97748,20.324427,2.4085772,76.64426004107757,27.56031291678692,374.6666666666667,1,980.1666666666666,-383.0,1354.6666666666667,40.666666666666664,308.25,2256.9166666666665,0.0,188.25,325.3333333333333,1726.25,204.58333333333334,152.5,"{""type"":""Point"",""coordinates"":[76.6442596185185,27.560312371820306]}"
0000000000000000012c,16.380466,296.42075,0.09836401,11.403482,22.655676,4669,2694.0,3591.0,1570.0,1507.0,2.9288565E-5,510.0,515.0,5279,12,12,350.0418,-86.38752,644.0,648.0,532.0,554.0,6917,0.89950556,2.0,591.0,609.0,225.29266,98371.04,0.010743612,-0.72328776,26.307886,73.24989,0.02011465,0.14280866,0.0,4.1972562E-5,4.1972562E-5,222.63925,0.0,221.31816,615.0,627.0,0.0,0.0,22.282656,289.96735,66.75576,133.60083,296.4688,296.63562,296.79913,296.80093,184.77211,297.03583,39.652267,2.5013657,79.59073417298961,28.566426035000784,669.6666666666666,1,478.0,137.83333333333334,1147.6666666666667,90.08333333333333,1162.75,2117.0,0.0,193.16666666666666,310.0833333333333,1998.75,157.5,110.0,"{""type"":""Point"",""coordinates"":[79.59073549441237,28.566428260711394]}"
00000000000000000235,14.820989,296.05374,0.171807,20.971895,23.737352,6105,4731.0,5362.0,2026.0,1479.0,3.1458174E-5,307.0,664.0,0,12,12,379.44348,-54.10613,732.0,747.0,433.0,679.0,8027,0.97159094,2.0,377.0,710.0,173.92662,91737.125,0.013806792,-0.3053756,47.84551,78.677124,0.07169134,0.1432644,0.0,4.963166E-5,4.963166E-5,331.083,0.0,211.7175,395.0,731.0,0.0,0.0,32.534065,397.05923,100.6507,197.89825,296.11075,296.42392,296.34967,296.4045,180.13405,294.85934,34.527405,1.7758507,-51.49143208573098,-17.283586066459595,790.25,1,267.1666666666667,-19.583333333333332,1057.4166666666667,153.91666666666666,790.25,1880.3333333333333,0.0,156.83333333333334,275.25,1938.5,81.25,210.41666666666666,"{""type"":""Point"",""coordinates"":[-51.49143374185787,-17.28358716068256]}"
000000000000000000ec,12.578997,286.27606,0.1730673,19.789152,22.532198,4267,2651.0,2956.0,2618.0,2339.0,2.53931E-5,535.0,526.0,735,1,1,337.93863,-42.83987,664.0,655.0,560.0,547.0,7237,1.0,1.0,602.0,596.0,122.83991,79123.84,0.010086236,-0.13801302,49.38786,63.589832,0.056205813,0.21393268,0.0014397665,4.873036E-5,4.8400445E-5,625.19025,0.11277129,177.95467,631.0,624.0,4.5096155E-4,3.2987637E-7,36.72263,378.22574,113.048164,226.79593,286.50516,286.93723,286.7378,286.81857,155.59148,284.99496,21.102634,2.211874,98.70688341905303,25.332491012170507,685.6666666666666,1,117.66666666666667,346.75,803.3333333333334,119.25,972.9166666666666,1731.0,0.0,97.41666666666667,198.58333333333334,1332.5833333333333,49.416666666666664,142.08333333333334,"{""type"":""Point"",""coordinates"":[98.70688387413064,25.3324919763061]}"
000000000000000001f3,18.982922,277.44034,0.3253029,11.460899,7.109121,5296,1772.0,1802.0,3447.0,3732.0,1.4726134E-5,489.0,431.0,0,1,1,284.95502,-49.61134,664.0,657.0,522.0,505.0,8333,0.52929103,1.0,613.0,563.0,60.70369,94246.32,0.005302053,-0.86606586,22.49805,37.153797,0.028836984,0.4880575,0.12511598,6.532658E-5,5.5854634E-5,626.6571,9.529114,130.20647,617.0,599.0,0.034224175,9.472253E-6,33.657467,308.94806,98.59366,185.45793,277.5858,277.75012,277.3635,277.50854,110.99164,277.7351,17.342503,3.4859123,-127.23737684268903,50.413453744787546,469.25,1,0.0,-70.25,477.5,185.75,764.0,1200.1666666666667,11.083333333333334,42.833333333333336,101.25,826.5833333333334,25.916666666666668,361.25,"{""type"":""Point"",""coordinates"":[-127.23737623945232,50.41345498038942]}"
00000000000000000294,29.815517,273.63223,0.35144815,7.6637535,6.464399,4502,2254.0,1077.0,2214.0,2210.0,1.3325139E-5,501.0,515.0,0,1,1,279.66504,-40.916916,609.0,616.0,520.0,530.0,8158,0.48252365,1.0,570.0,570.0,58.993168,99271.25,0.00462559,1.0525502,5.8916664,33.609367,0.059811823,0.03592416,0.10057737,2.294454E-5,1.1710748E-5,700.99365,67.7936,105.494,587.0,589.0,0.2963244,1.1233963E-5,37.11727,364.27094,103.01407,196.59143,276.24625,274.83627,275.5319,275.10712,84.0921,275.1725,17.989557,3.1267436,47.82630572652333,61.911889381517426,354.25,1,45.5,-28.0,401.75,47.916666666666664,818.6666666666666,1017.9166666666666,51.666666666666664,-22.083333333333332,63.75,647.3333333333334,28.916666666666668,254.41666666666666,"{""type"":""Point"",""coordinates"":[47.82630684468538,61.91188915725131]}"
000000000000000000d8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,5524,2832.0,2571.0,2612.0,1428.0,-9999.0,445.0,625.0,0,2,2,-9999.0,-9999.0,646.0,748.0,544.0,635.0,7955,1.0,1.0,599.0,664.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,616.0,678.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,130.90250320189668,34.10004818517704,873.75,1,53.083333333333336,-249.33333333333334,928.1666666666666,117.5,580.75,1545.9166666666667,0.0,118.0,199.16666666666666,1372.9166666666667,68.33333333333333,348.1666666666667,"{""type"":""Point"",""coordinates"":[130.90250313662477,34.10004781320824]}"
000000000000000000f5,9.999999,297.75668,0.34255496,69.991295,17.270597,5702,1620.0,1671.0,4647.0,4418.0,4.9960305E-5,372.0,534.0,0,2,2,411.93884,-31.753048,454.0,672.0,385.0,598.0,8759,0.68946266,1.0,630.0,631.0,153.16362,94313.11,0.017861638,-0.23959611,28.894844,124.953575,0.05495101,0.52446085,0.0,1.0455268E-4,1.0455268E-4,754.4019,0.0,206.24956,432.0,645.0,0.0,0.0,37.764233,376.41556,113.48645,226.73564,297.6703,297.9427,297.80707,297.868,185.62463,296.94498,38.187172,0.84089184,115.95453687414783,2.623080629629003,1066.75,1,0.0,399.25,1066.75,336.4166666666667,394.0,1996.8333333333333,0.0,202.41666666666666,272.75,2273.75,74.0,122.58333333333333,"{""type"":""Point"",""coordinates"":[115.95453513942347,2.623079571992698]}"
000000000000000000fc,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,5246,1836.0,1256.0,3985.0,3864.0,-9999.0,388.0,585.0,0,2,2,-9999.0,-9999.0,567.0,680.0,414.0,596.0,8485,0.47266492,1.0,456.0,632.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,482.0,651.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,108.19309281935517,4.060385084220237,1066.75,1,4.416666666666667,237.91666666666666,1071.1666666666667,190.5,492.4166666666667,1844.9166666666667,0.0,236.66666666666666,307.1666666666667,2984.0833333333335,71.25,155.75,"{""type"":""Point"",""coordinates"":[108.1930907323114,4.060386073650962]}"
000000000000000000ff,15.915384,299.39008,0.1268647,29.497774,19.754011,6165,2950.0,2827.0,3904.0,4272.0,3.6805563E-5,366.0,661.0,2439,2,2,412.5705,-40.930634,540.0,866.0,366.0,682.0,8299,0.972766,1.0,470.0,723.0,220.01723,96808.98,0.016830178,0.34843275,44.827858,92.05111,0.009199018,0.1291246,0.0,4.4149623E-5,4.4149623E-5,318.7555,0.0,211.05495,489.0,820.0,0.0,0.0,23.01259,242.2955,67.68989,127.19418,299.36197,298.92502,299.20737,299.09415,177.7189,298.52496,42.801933,4.8154798,118.68541533787119,-8.659759338912188,1003.5833333333334,1,187.58333333333334,714.8333333333334,1191.25,149.66666666666666,3190.0,1882.4166666666667,0.0,210.75,315.8333333333333,2675.0,91.5,259.25,"{""type"":""Point"",""coordinates"":[118.68541347938323,-8.65976152803614]}"
00000000000000000105,14.005906,298.67035,0.13602713,25.81387,34.612804,5952,2398.0,2467.0,3878.0,3543.0,3.908053E-5,263.0,633.0,0,2,2,401.41815,-47.08921,500.0,862.0,293.0,665.0,8308,0.31435996,1.0,405.0,722.0,231.67464,95885.734,0.01633209,0.52626586,51.404037,97.73859,0.044001818,0.09135253,0.0,4.55409E-5,4.55409E-5,310.45523,0.0,227.83887,435.0,769.0,0.0,0.0,31.463951,370.79764,94.81425,184.17705,298.62262,297.92307,298.38742,298.19458,196.27596,297.8296,37.31682,5.300507,119.76339367881461,-9.665872457126051,1018.75,1,168.33333333333334,598.8333333333334,1187.0833333333333,246.08333333333334,3049.25,1975.5,0.0,184.25,299.0,2381.0833333333335,81.16666666666667,282.6666666666667,"{""type"":""Point"",""coordinates"":[119.76339224085166,-9.665872957826185]}"
0000000000000000010a,16.902609,296.9433,0.27835336,44.543083,33.466225,6286,1411.0,1011.0,5022.0,5486.0,4.6349658E-5,434.0,542.0,617,2,2,412.109,-27.700987,650.0,670.0,457.0,553.0,8471,0.42977047,1.0,587.0,600.0,161.95383,93926.86,0.016003788,-0.13076368,28.130808,115.92101,0.02850904,0.37217435,0.0,8.31852E-5,8.31852E-5,740.51276,0.0,206.25111,617.0,615.0,0.0,0.0,37.151608,369.0732,111.600204,222.6877,296.97382,297.1433,297.03098,297.07272,171.43964,296.61057,37.92083,2.2132132,116.31386298779564,6.072611320647965,1224.5833333333333,1,15.0,276.9166666666667,1239.5833333333333,236.5,903.1666666666666,2187.75,0.0,230.83333333333334,304.5833333333333,2803.0,80.75,181.5,"{""type"":""Point"",""coordinates"":[116.31386287961334,6.072613392332109]}"
0000000000000000010b,16.416702,299.2142,0.25292343,42.281822,32.524742,6289,1416.0,1174.0,5197.0,4595.0,4.387253E-5,399.0,557.0,0,2,2,422.44495,-30.76008,658.0,674.0,454.0,573.0,8481,0.5200637,1.0,570.0,630.0,161.919,99410.41,0.01846254,-0.16796835,3.438497,109.72539,0.08336148,0.56724864,0.0,1.0348338E-4,1.0348338E-4,749.761,0.0,171.17792,605.0,648.0,0.0,0.0,36.981827,377.2123,111.45776,224.10909,299.25012,299.44876,299.3276,299.37454,143.30592,299.64676,35.122993,4.0476913,123.3566548152927,13.76219015271107,983.5,1,0.0,486.5833333333333,983.5,325.9166666666667,985.0,1653.25,0.0,238.0,302.0833333333333,3038.3333333333335,60.75,211.16666666666666,"{""type"":""Point"",""coordinates"":[123.35665626544677,13.762190467765816]}"
00000000000000000128,14.678513,286.07632,0.20923764,22.330095,10.370498,6707,3407.0,3298.0,2831.0,2427.0,2.4130084E-5,467.0,643.0,593,2,2,328.98468,-50.48901,726.0,735.0,504.0,659.0,8511,0.9586542,1.0,622.0,687.0,101.53598,82719.03,0.010515965,-0.5528344,36.6432,60.436485,0.057853103,0.4930665,4.4254807E-4,7.476442E-5,7.465014E-5,685.822,0.17007555,171.43216,653.0,700.0,5.0291896E-4,1.1435439E-7,34.24561,341.32217,103.68747,206.56679,286.43094,287.6915,287.16785,287.37976,146.57451,286.30417,28.496954,1.0944289,94.61056572346801,26.19487368492525,735.5,1,84.75,138.0,820.1666666666666,169.75,1690.0,1776.5833333333333,0.0,117.0,215.0,1518.5,51.333333333333336,124.5,"{""type"":""Point"",""coordinates"":[94.61056636419102,26.194873201840426]}"
0000000000000000013b,10.260061,284.53745,0.15341312,22.56829,10.453241,3890,1763.0,1781.0,2382.0,2375.0,2.908156E-5,578.0,607.0,0,2,2,326.1473,-44.31992,830.0,880.0,658.0,674.0,8372,0.16882087,1.0,730.0,725.0,140.06195,98416.305,0.006921744,-0.043548696,25.692535,72.76907,0.013249406,0.12836716,0.001341827,4.03943E-5,4.03932E-5,622.9086,0.1717136,159.65721,747.0,810.0,4.29739E-4,1.0989011E-9,32.964172,301.73865,98.19316,190.01266,284.50095,284.14886,284.18057,284.17102,142.45776,284.5922,40.34076,5.027568,145.41927819326816,-41.142840012674085,640.1666666666666,1,109.58333333333333,-109.25,749.75,129.25,1252.4166666666667,1727.0,0.0,70.25,155.25,1057.1666666666667,36.416666666666664,529.5,"{""type"":""Point"",""coordinates"":[145.41927606195787,-41.142841199041726]}"
00000000000000000169,11.749999,298.33118,0.29741758,45.713394,22.668198,4940,2007.0,2102.0,3666.0,2676.0,4.4509514E-5,541.0,558.0,0,2,2,406.15497,-42.703884,712.0,788.0,568.0,582.0,7108,0.8556924,1.0,623.0,730.0,143.75357,100691.195,0.018199269,-0.45262495,15.955008,111.31818,0.14012958,0.64494056,0.0,1.1930254E-4,1.1930254E-4,603.5906,0.0,191.50533,650.0,740.0,0.0,0.0,38.65987,425.7071,116.97391,239.36987,298.63364,299.22498,298.90042,299.0327,169.00348,299.09143,44.89299,1.9275333,143.76637807048823,-7.653646220698324,995.8333333333334,1,21.5,540.6666666666666,1017.4166666666666,356.8333333333333,324.3333333333333,1892.9166666666667,0.0,212.58333333333334,298.8333333333333,2943.0,45.25,262.9166666666667,"{""type"":""Point"",""coordinates"":[143.76637648346656,-7.65364563914504]}"
00000000000000000213,9.249999,298.98608,0.32752335,50.56388,17.98664,5884,1595.0,1495.0,4515.0,4840.0,4.1945023E-5,589.0,561.0,0,2,2,411.10565,-39.607525,720.0,749.0,590.0,593.0,8472,0.9192242,1.0,664.0,667.0,132.01944,100216.47,0.019207684,-0.4631469,30.927574,104.902054,0.07483858,0.49766022,0.0,9.399234E-5,9.399234E-5,802.7584,0.0,192.86537,690.0,694.0,0.0,0.0,38.16975,414.24246,115.36554,234.9807,298.93625,299.5153,299.22333,299.34875,175.02536,298.66187,38.102016,0.86699075,-60.40271970419663,-1.7606979568742622,896.1666666666666,1,21.166666666666668,349.3333333333333,917.3333333333334,235.91666666666666,1794.75,1533.1666666666667,0.0,220.33333333333334,313.5833333333333,2850.4166666666665,78.83333333333333,104.25,"{""type"":""Point"",""coordinates"":[-60.40271978301572,-1.7606983464583723]}"
00000000000000000217,8.999999,299.2308,0.33579704,49.196182,16.29527,5641,1353.0,1234.0,3707.0,3531.0,3.9623937E-5,338.0,555.0,0,2,2,415.5961,-36.97061,500.0,643.0,351.0,577.0,8471,0.8568616,1.0,461.0,614.0,125.86787,99328.06,0.019285655,-0.37185916,32.841938,99.0996,0.041350998,0.67348295,0.0,1.0781796E-4,1.0781796E-4,685.4222,0.0,185.57285,486.0,626.0,0.0,0.0,32.923332,352.0478,99.3534,201.09763,299.19562,299.54996,299.37048,299.447,168.87129,298.59283,34.31448,0.7183987,-69.0984116544736,2.9105415205472496,944.5,1,65.83333333333333,137.91666666666666,1010.3333333333334,279.5833333333333,887.25,1755.8333333333333,0.0,214.83333333333334,312.75,2854.5,72.83333333333333,116.91666666666667,"{""type"":""Point"",""coordinates"":[-69.09841274734053,2.9105399805041396]}"
00000000000000000218,8.999999,297.79895,0.2543994,47.586853,12.923533,6100,1891.0,2075.0,4213.0,4213.0,4.4641794E-5,601.0,596.0,0,2,2,404.86844,-39.195816,755.0,780.0,599.0,617.0,8554,0.86896044,1.0,633.0,706.0,146.69147,98405.26,0.017862108,-0.40515584,38.57016,111.64771,0.16086544,0.28069365,0.0,8.25966E-5,8.25966E-5,759.8157,0.0,207.84393,698.0,731.0,0.0,0.0,38.541405,376.88126,115.56982,228.8232,297.8205,298.43585,298.15063,298.27512,189.13794,297.59598,52.865276,0.9486185,-58.174897799580215,2.1200240705220708,980.8333333333334,1,75.0,704.75,1055.8333333333333,200.66666666666666,3836.8333333333335,1818.1666666666667,0.0,212.25,314.1666666666667,2666.1666666666665,91.5,107.33333333333333,"{""type"":""Point"",""coordinates"":[-58.174899387501505,2.1200260866482012]}"
00000000000000000219,10.499999,299.2866,0.25728777,37.5793,13.116761,5705,1831.0,1427.0,4681.0,5252.0,4.1767616E-5,396.0,579.0,0,2,2,408.84888,-44.013634,512.0,703.0,423.0,604.0,8723,0.6749209,1.0,475.0,642.0,148.02248,100568.44,0.01895977,-0.25251848,41.6991,104.4616,0.058800902,0.28432867,0.0,7.122699E-5,7.122699E-5,678.12775,0.0,211.97723,492.0,661.0,0.0,0.0,35.249756,367.09628,106.21941,212.41975,299.26538,299.5293,299.4426,299.49127,189.71962,298.81885,55.88551,0.94937396,-54.72536710856125,-2.9824067432768113,870.9166666666666,1,98.58333333333333,156.83333333333334,969.4166666666666,169.66666666666666,2791.0833333333335,1689.25,0.0,210.16666666666666,310.5,2851.25,67.16666666666667,113.41666666666667,"{""type"":""Point"",""coordinates"":[-54.7253655671621,-2.9824073121825276]}"
0000000000000000021c,9.499999,295.0982,0.26989767,43.488625,10.607593,6532,1567.0,1513.0,5229.0,5175.0,3.9951545E-5,597.0,515.0,0,2,2,387.00232,-46.078163,812.0,803.0,616.0,633.0,8698,1.0,1.0,680.0,688.0,137.89737,94638.21,0.012973691,-0.3578928,-3.7770352,99.919876,0.015544917,0.24960874,0.0,6.255007E-5,6.255007E-5,680.75714,0.0,156.20761,708.0,721.0,0.0,0.0,35.254974,333.29785,105.29826,206.906,295.87875,296.3998,296.1506,296.24814,141.36784,296.98123,46.511806,1.3011253,-74.05711202281336,-10.600120352610354,911.4166666666666,1,74.33333333333333,22.916666666666668,986.0,139.0,1279.4166666666667,1633.75,0.0,198.33333333333334,315.0833333333333,2389.0833333333335,110.08333333333333,108.16666666666667,"{""type"":""Point"",""coordinates"":[-74.05711148281449,-10.600121515038902]}"
0000000000000000021d,9.999999,297.98645,0.18525274,28.887571,12.482641,4507,1459.0,1873.0,3184.0,3847.0,4.166226E-5,256.0,556.0,0,2,2,398.74332,-46.04555,478.0,813.0,342.0,605.0,7248,0.8193757,1.0,411.0,728.0,180.10426,97038.47,0.015138924,-0.27121696,34.800644,104.19741,0.016759757,0.06953337,0.0,4.9338872E-5,4.9338872E-5,483.0533,0.0,204.93164,440.0,761.0,0.0,0.0,31.111029,315.67877,90.91564,174.26958,297.8912,298.2004,298.11362,298.1539,184.43842,297.81238,63.678333,1.2762628,-62.19935027243567,-13.546594484522386,926.5833333333334,1,197.58333333333334,-109.5,1124.0833333333333,113.16666666666667,2116.6666666666665,1765.0,0.0,190.16666666666666,318.0,2517.6666666666665,96.41666666666667,234.33333333333334,"{""type"":""Point"",""coordinates"":[-62.199349565762745,-13.546592931831707]}"
0000000000000000022a,9.999999,298.79648,0.3060041,55.645145,21.00973,6430,1822.0,1480.0,4615.0,4615.0,5.0110233E-5,574.0,570.0,0,2,2,413.28476,-37.922256,734.0,697.0,610.0,623.0,8406,0.54620814,1.0,674.0,659.0,157.40662,100157.21,0.017536672,-0.25576708,19.172583,125.32656,0.09375975,0.5037383,0.0,1.0505419E-4,1.0505419E-4,810.3435,0.0,202.39816,682.0,671.0,0.0,0.0,38.398724,418.95917,116.11617,236.86943,298.89822,299.22485,299.06116,299.12885,182.15842,298.67255,49.439472,0.81664735,-74.99135991829766,-2.048158847792509,815.5,1,0.0,157.91666666666666,815.5,265.0833333333333,313.0,1388.75,0.0,210.91666666666666,301.75,2774.8333333333335,63.666666666666664,89.0,"{""type"":""Point"",""coordinates"":[-74.99136004002719,-2.0481587549698146]}"
0000000000000000022c,8.999999,294.60178,0.20059203,31.77983,12.318183,6187,1774.0,1288.0,4731.0,4885.0,4.92307E-5,485.0,689.0,0,2,2,384.84293,-45.476402,664.0,787.0,620.0,697.0,8795,0.7820818,1.0,643.0,716.0,180.92169,94830.734,0.012316483,-0.43139556,4.772755,123.12539,0.026645157,0.1956869,0.0,6.3564046E-5,6.3564046E-5,678.2405,0.0,189.3312,652.0,731.0,0.0,0.0,35.02927,333.61185,104.495575,205.10378,295.43158,296.0846,295.79538,295.92093,172.29146,296.35385,79.43099,1.4913726,-78.22529494112794,-4.491576420597608,912.6666666666666,1,10.583333333333334,464.5,923.25,222.41666666666666,679.0833333333334,1502.8333333333333,0.0,188.83333333333334,292.0833333333333,2242.9166666666665,89.25,143.66666666666666,"{""type"":""Point"",""coordinates"":[-78.22529632443249,-4.491576686418124]}"
00000000000000000230,8.999999,299.34805,0.28711984,41.675896,17.437353,5784,1751.0,1471.0,4616.0,4848.0,4.3800927E-5,366.0,589.0,0,2,2,412.5024,-40.50062,729.0,712.0,366.0,618.0,8570,0.27582952,1.0,660.0,652.0,145.9249,100526.09,0.01904186,-0.4286483,34.81744,109.54535,0.07072376,0.37293985,0.0,8.4461026E-5,8.4461026E-5,769.0723,0.0,202.58638,688.0,663.0,0.0,0.0,37.18298,392.88953,112.15778,226.84207,299.30096,299.80984,299.5663,299.67316,184.35359,298.8593,52.021378,0.87392753,-56.73759334498898,-3.629193747842867,913.25,1,59.25,112.0,972.5,204.58333333333334,2650.9166666666665,1627.9166666666667,0.0,219.83333333333334,316.6666666666667,2823.3333333333335,85.33333333333333,109.58333333333333,"{""type"":""Point"",""coordinates"":[-56.73759288584325,-3.6291954608837993]}"
