,index,country_code,geometry,area,samples,boundaries,coords
487,487,BRA,"POLYGON ((-63.19649878605057 -12.62703256597243, -47.40714848821182 -10.5105082224229, -35.23538896334756 -5.464937432480247, -45.1977390171238 -10.90030495774038, -48.67579336725027 -13.71061906028182, -49.65010386761564 -14.12382705814423, -63.19649878605057 -12.62703256597243))",39.17774369810081,"[[-55.597608693459456, -12.295671665349333], [-55.92087351895477, -12.19979094466342], [-57.07262913757684, -12.890405120851597]]","[-63.19649878605057, -14.12382705814423, -35.23538896334756, -5.464937432480247]",[]
488,488,BRA,"POLYGON ((-35.23538896334756 -5.464937432480247, -34.89602983248683 -6.738193047719711, -34.72999345553303 -7.343220716992967, -35.12821204277422 -8.996401462442286, -35.63696651868771 -9.649281508017815, -37.046518724097 -11.0407211239088, -37.68361161960736 -12.17119475672582, -44.16247119216769 -12.08386988685252, -46.1423128103041 -14.51141669847932, -48.62744081604754 -14.23682512384004, -48.67579336725027 -13.71061906028182, -45.1977390171238 -10.90030495774038, -35.23538896334756 -5.464937432480247))",43.71246505638393,"[[-38.70257751801273, -10.993182147101836], [-40.031172818798886, -11.191740631226637], [-38.01468983503624, -9.42988003251365], [-37.56070348378815, -11.845104650638765], [-40.9443891101497, -10.96451737881841], [-39.061675850473186, -9.972512392115298], [-39.448983564628726, -10.494978320308524], [-38.157391884412604, -10.273566495209009], [-36.13198588850368, -8.811625314610467], [-38.71945192487668, -11.29499015482803], [-37.4542545972618, -10.416954347763832], [-35.91329444245884, -9.10969381535943], [-36.78070727750727, -10.324040692155517], [-37.80447603989556, -9.212844808127606]]","[-48.67579336725027, -14.51141669847932, -34.72999345553303, -5.464937432480247]",[]
489,489,BRA,"POLYGON ((-63.19649878605057 -12.62703256597243, -64.3163529120316 -12.46197804123219, -65.40228146021303 -11.56627044031715, -65.32189876978302 -10.89587208419468, -63.11960490697415 -10.5668720812963, -53.05434003576711 -10.80677364349892, -53.31560161966648 -9.102255045209217, -50.58266411040404 -8.693982351154828, -47.92036039305803 -7.479597369350485, -35.23538896334756 -5.464937432480247, -47.40714848821182 -10.5105082224229, -63.19649878605057 -12.62703256597243))",49.533096909844396,"[[-40.03602730021178, -7.3498332312531724], [-39.5255334994115, -6.283387357400566], [-45.12599983087628, -9.068604704628981], [-44.61281679966446, -8.177565396759855], [-44.40352350784149, -8.06050954800255], [-44.97969096272856, -9.008641071888139], [-45.14226197439187, -9.084261004652362], [-44.79941729349484, -8.572265285823258]]","[-65.40228146021303, -12.62703256597243, -35.23538896334756, -5.464937432480247]",[]
490,490,BRA,"POLYGON ((-65.32189876978302 -10.89587208419468, -65.44483700220539 -10.51145110437543, -63.11960490697415 -10.5668720812963, -65.32189876978302 -10.89587208419468))",0.4435273217070893,[],"[-65.44483700220539, -10.89587208419468, -63.11960490697415, -10.51145110437543]",[]
491,491,BRA,"POLYGON ((-53.31560161966648 -9.102255045209217, -53.65390727004556 -6.895086795016927, -49.00124665344401 -5.468081785264084, -44.41761918799367 -2.137750339367976, -47.92036039305803 -7.479597369350485, -50.58266411040404 -8.693982351154828, -53.31560161966648 -9.102255045209217))",19.205064390681017,"[[-45.70198983003745, -3.21952986157662], [-45.769096342605955, -3.1511378984744183]]","[-53.65390727004556, -9.102255045209217, -44.41761918799367, -2.137750339367976]",[]
492,492,BRA,"POLYGON ((-65.44483700220539 -10.51145110437543, -65.33843522811642 -9.761987806846392, -57.95890365751224 -5.804257418030472, -57.36629620972677 -6.734450032540001, -53.05434003576711 -10.80677364349892, -65.44483700220539 -10.51145110437543))",32.02357598954413,"[[-55.747853175360916, -10.074879833503658], [-56.524714512408124, -9.859058496735871], [-56.60423146100264, -9.997937233534845], [-56.35396787757592, -10.44763819472115]]","[-65.44483700220539, -10.80677364349892, -53.05434003576711, -5.804257418030472]",[]
493,493,BRA,"POLYGON ((-57.95890365751224 -5.804257418030472, -55.90560014507088 2.02199575439866, -56.0733418442903 2.220794989425499, -55.97332210958938 2.510363877773017, -55.569755011606 2.421506252447131, -55.09758744975514 2.523748073736613, -53.05434003576711 -10.80677364349892, -57.36629620972677 -6.734450032540001, -57.95890365751224 -5.804257418030472))",31.23198146756381,"[[-56.01579380174638, 1.1498808994555192], [-54.30173250590246, -3.736843869441056]]","[-57.95890365751224, -10.80677364349892, -53.05434003576711, 2.523748073736613]",[]
494,494,BOL,"POLYGON ((-66.64690833196281 -9.931331475466862, -65.33843522811642 -9.761987806846392, -65.44483700220539 -10.51145110437543, -65.32189876978302 -10.89587208419468, -65.40228146021303 -11.56627044031715, -64.3163529120316 -12.46197804123219, -63.19649878605057 -12.62703256597243, -62.80306026879639 -13.00065317144269, -62.12708085798639 -13.19878061284972, -61.71320431176078 -13.48920216233005, -61.08412126325565 -13.4793836401946, -60.50330400251114 -13.77595468511766, -60.45919816755003 -14.35400725673455, -60.26432634137737 -14.64597909918364, -60.25114885114294 -15.07721892665932, -60.54296566429515 -15.0939104142896, -60.15838965517904 -16.25828378669009, -58.24121985536668 -16.29957325609129, -58.38805843772404 -16.87710906338528, -58.28080400250225 -17.27171030036602, -57.734558274961 -17.55246835700777, -57.49837114117099 -18.17418751391129, -57.67600887717431 -18.96183969490403, -57.94999732118583 -19.40000416430682, -57.85380164247451 -19.96999521248619, -58.96331289731958 -19.44021547119254, -59.11504248720611 -19.3569060197754, -59.13853720480969 -19.35654774102299, -64.64140560603113 -16.72898701530584, -66.64690833196281 -9.931331475466862))",33.20791016804732,"[[-63.86044947411243, -15.231966760825888], [-63.2898510963941, -16.872972847847784], [-62.989353342742525, -16.417628244571986]]","[-66.6469083319628, -19.96999521248619, -57.49837114117099, -9.761987806846392]",[]
495,495,BOL,"POLYGON ((-57.85380164247451 -19.96999521248619, -58.16639238140804 -20.17670094165368, -58.18347144228051 -19.86839934660036, -58.96331289731958 -19.44021547119254, -57.85380164247451 -19.96999521248619))",0.08091659387536795,[],"[-58.96331289731958, -20.17670094165368, -57.85380164247451, -19.44021547119254]",[]
496,496,BOL,"POLYGON ((-69.52967810736496 -10.95173430750219, -68.78615759954948 -11.03638030359628, -68.27125362819326 -11.01452117273682, -66.04895007066136 -17.41365264983132, -68.96681840684187 -18.98168344490411, -69.10024695501949 -18.26012542081268, -69.59042375352405 -17.58001189541933, -68.95963538275331 -16.50069793057127, -69.38976416693471 -15.66012908291165, -69.16034664577495 -15.32397389085302, -69.33953467474701 -14.95319548915883, -68.94888668483659 -14.45363941819328, -68.92922380234954 -13.60268360764301, -68.88007951523997 -12.89972909917665, -68.66507971868963 -12.56130014409717, -69.52967810736496 -10.95173430750219))",15.010578406233758,"[[-67.00054737072452, -16.66661799643197]]","[-69.59042375352405, -18.98168344490411, -66.04895007066136, -10.95173430750219]",[]
497,497,BOL,"POLYGON ((-68.27125362819326 -11.01452117273682, -68.04819230820539 -10.71205901453249, -67.17380123561074 -10.30681243249961, -66.64690833196281 -9.931331475466862, -64.64140560603113 -16.72898701530584, -59.13853720480969 -19.35654774102299, -60.04356462262649 -19.34274667732743, -61.78632646345377 -19.63373666756296, -62.2659612697708 -20.51373463306128, -62.29117936872922 -21.05163461678739, -62.68505713565789 -22.24902922942239, -62.84646847192156 -22.03498544686945, -63.98683814152248 -21.99364430103595, -64.37702104354226 -22.79809132252354, -64.96489213729461 -22.07586150481233, -66.27333940292485 -21.83231047942072, -67.1066735500636 -22.73592457447642, -67.82817989772273 -22.87291879648217, -68.21991309271128 -21.49434661223187, -68.75716712103375 -20.37265797290446, -68.44222510443092 -19.40506845467143, -68.96681840684187 -18.98168344490411, -66.04895007066136 -17.41365264983132, -68.27125362819326 -11.01452117273682))",43.777768144047705,"[[-64.78006844526435, -21.77011184504654], [-66.2722783263914, -13.408657278181336], [-67.39932277643454, -13.229898125046708], [-65.71923805281217, -15.678362524849891]]","[-68.96681840684187, -22.87291879648217, -59.13853720480969, -9.931331475466862]",[]
498,498,PER,"POLYGON ((-69.89363521999663 -4.298186944194327, -70.7947688463023 -4.251264743673303, -70.92884334988358 -4.401591485210368, -71.74840572781655 -4.593982842633011, -72.89192765978726 -5.274561455916981, -72.9645072089412 -5.741251315944893, -73.21971126981461 -6.089188734566078, -73.1200274319236 -6.629930922068239, -73.72448666044164 -6.91859547285064, -73.7234014553635 -7.340998630404414, -73.98723548042966 -7.523829847853065, -73.8762146978661 -7.764081936822787, -74.39180581684722 -9.191562905134553, -81.24999630402642 -6.136834405139183, -80.92634680858244 -5.690556735866565, -81.41094255239946 -4.736764825055459, -81.09966956248937 -4.036394138203697, -80.30256059438722 -3.404856459164713, -80.18401485870967 -3.821161797708044, -80.46929460317695 -4.059286797708999, -80.44224199087216 -4.425724379090674, -80.02890804718561 -4.346090996928893, -79.62497921417618 -4.454198093283495, -79.20528906931773 -4.959128513207389, -78.63989722361234 -4.547784112164074, -78.45068396677564 -3.873096612161376, -77.83790483265861 -3.003020521663103, -76.63539425322672 -2.608677666843818, -75.54499569365204 -1.56160979574588, -75.23372270374195 -0.9114169246495294, -75.37322323271385 -0.1520317521204504, -75.10662451852008 -0.05720549886486026, -74.44160051135597 -0.5308200008198867, -74.12239518908906 -1.002832533373848, -73.6595035468346 -1.260491224781134, -73.07039221870724 -2.308954359550953, -72.32578650581365 -2.434218031426454, -71.7747607082854 -2.169789727388938, -71.41364579942979 -2.342802422702128, -70.81347571479196 -2.256864515800743, -70.04770850287485 -2.725156345229699, -70.69268205430971 -3.742872002785859, -70.39404395209499 -3.766591485207825, -69.89363521999663 -4.298186944194327))",46.68289835757405,"[[-79.92676367025737, -5.28014825349588], [-78.81754994648914, -6.760624886866995], [-76.53284173558723, -6.519186282632006], [-80.05494902510982, -5.224006156836008], [-78.9119030155277, -6.269540094054655], [-76.42700833668742, -6.671352517189056], [-79.07953432207026, -5.384440386571095], [-80.05331740168005, -5.283432277211015], [-80.23926006099178, -5.228859368076086]]","[-81.41094255239946, -9.191562905134553, -69.89363521999663, -0.05720549886486026]",[]
499,499,PER,"POLYGON ((-73.8762146978661 -7.764081936822787, -73.57105933296707 -8.424446709835834, -73.01538265653255 -9.032833347208062, -73.22671342639016 -9.462212823121234, -73.43694866011609 -12.51438810066748, -69.59042375352405 -17.58001189541933, -69.85844356960587 -18.09269378018701, -70.37257239447771 -18.34797535570887, -71.37525021023693 -17.77379851651386, -71.46204077827113 -17.36348764411638, -73.44452958850042 -16.359362888253, -75.23788265654144 -15.26568287522778, -76.00920508492995 -14.64928639085032, -76.42346920439775 -13.82318694423243, -76.25924150257417 -13.53503915777294, -77.10619238962184 -12.22271615972082, -78.09215287953464 -10.37771249760407, -79.03695309112695 -8.386567884965892, -79.44592037628485 -7.93083342858386, -79.76057817251005 -7.194340915560084, -80.53748165558608 -6.541667575713717, -81.24999630402642 -6.136834405139183, -74.39180581684722 -9.191562905134553, -73.8762146978661 -7.764081936822787))",39.36877227366863,"[[-78.28993796390249, -7.741430345311376], [-75.50627345572312, -10.148737952255736], [-73.35962170248825, -14.256568776848814], [-78.15260398345242, -8.036787485905982], [-78.46985737682597, -7.938139649716539], [-76.4233692915785, -8.414211085129518], [-78.44816520156826, -7.867006087429861], [-74.5511353268798, -10.931339780694676], [-78.29929618213284, -7.901718399248161]]","[-81.24999630402642, -18.34797535570887, -69.59042375352405, -6.136834405139183]",[]
500,500,PER,"POLYGON ((-73.22671342639016 -9.462212823121234, -72.56303300646564 -9.520193780152717, -72.18489071316985 -10.05359791426943, -71.30241227892154 -10.07943613041537, -70.48189388699117 -9.490118096558845, -70.54868567572841 -11.00914682377847, -70.09375220404689 -11.12397185633101, -69.52967810736496 -10.95173430750219, -68.66507971868963 -12.56130014409717, -68.88007951523997 -12.89972909917665, -68.92922380234954 -13.60268360764301, -68.94888668483659 -14.45363941819328, -69.33953467474701 -14.95319548915883, -69.16034664577495 -15.32397389085302, -69.38976416693471 -15.66012908291165, -68.95963538275331 -16.50069793057127, -69.59042375352405 -17.58001189541933, -73.43694866011609 -12.51438810066748, -73.22671342639016 -9.462212823121234))",21.9981506325638,"[[-72.26771808663578, -12.507074496621943], [-72.55232272895388, -12.791707622700864], [-71.65910695507768, -12.427648777286636]]","[-73.43694866011609, -17.58001189541933, -68.66507971868963, -9.462212823121234]",[]
501,501,COL,"POLYGON ((-66.87632585312258 1.253360500489336, -67.0650481838525 1.130112209473225, -67.25999752467359 1.719998684084956, -67.5378100246747 2.03716278727633, -67.86856502955884 1.692455145673392, -69.81697323269162 1.714805202639624, -69.80459672715773 1.089081122233466, -69.21863766140018 0.9856765812174331, -69.25243404811906 0.6026508650700748, -69.45239600287246 0.7061587589506929, -70.01556576198931 0.5414142928042054, -70.02065589057005 -0.1851563452195393, -69.5770653957766 -0.549991957200163, -69.42048580593223 -1.122618503426409, -69.44410193548961 -1.556287123219818, -69.89363521999663 -4.298186944194327, -70.39404395209499 -3.766591485207825, -70.69268205430971 -3.742872002785859, -70.04770850287485 -2.725156345229699, -70.81347571479196 -2.256864515800743, -71.41364579942979 -2.342802422702128, -71.7747607082854 -2.169789727388938, -72.32578650581365 -2.434218031426454, -73.07039221870724 -2.308954359550953, -73.6595035468346 -1.260491224781134, -74.12239518908906 -1.002832533373848, -74.44160051135597 -0.5308200008198867, -75.10662451852008 -0.05720549886486026, -75.37322323271385 -0.1520317521204504, -75.8014658271166 0.08480133707320192, -76.29231441924097 0.4160472680641192, -76.5763797675494 0.256935533037435, -73.07773208697478 3.927213862709704, -67.69508724635502 6.267318020040647, -67.34143958196557 6.095468044454023, -67.52153194850275 5.556870428891969, -67.74469662135522 5.221128648291668, -67.82301225449355 4.503937282728899, -67.62183590358129 3.839481716319995, -67.33756384954368 3.542342230641722, -67.30317318385345 3.31845408773718, -67.80993811712371 2.820655015469569, -67.44709204778631 2.600280869960869, -67.18129431829307 2.250638129074062, -66.87632585312258 1.253360500489336))",43.16055683956883,[],"[-76.5763797675494, -4.298186944194327, -66.87632585312258, 6.267318020040647]",[]
502,502,COL,"POLYGON ((-76.5763797675494 0.256935533037435, -77.4249843004304 0.395686753741117, -77.66861284047044 0.8258930525709616, -77.85506140817952 0.8099250349927729, -78.85525875518871 1.380923773601822, -78.99093522817104 1.691369940595251, -78.61783138702371 1.766404120283056, -78.66211808949785 2.267355454920477, -78.42761043975733 2.629555568854215, -77.93154252797149 2.696605739752926, -77.51043128122501 3.325016994638247, -77.12768978545526 3.849636135265357, -77.49627193877703 4.087606105969428, -77.3076012844794 4.667984117039452, -77.53322058786573 5.582811997902497, -74.59202988068924 5.971536831267442, -72.83952399284453 9.091617010740467, -72.78872982450039 9.085027167187334, -72.66049475776811 8.625287787302682, -72.43986223009796 8.405275376820029, -72.36090064155597 8.002638454617895, -72.47967892117885 7.632506008327354, -72.44448727078807 7.423784898300482, -72.19835242378188 7.340430813013683, -71.96017574734864 6.991614895043539, -70.67423356798152 7.087784735538719, -70.09331295437242 6.96037649172311, -69.38947994655712 6.099860541198836, -68.98531856960236 6.206804917826858, -68.26505245631823 6.153268133972475, -67.69508724635502 6.267318020040647, -73.07773208697478 3.927213862709704, -76.5763797675494 0.256935533037435))",32.042045533396745,"[[-73.71242564167196, 4.022129001496082], [-76.60754591245448, 2.831895359760873], [-74.14267524049171, 4.807840837632622], [-76.51711531258874, 3.7329464269062993], [-77.35202261343305, 2.1641120856939167], [-69.36505921456998, 5.975272548232131], [-75.6216648306032, 4.874146738790853], [-76.52206605091172, 2.1952644706067765], [-68.92145197765937, 5.83722424488424], [-74.06425538027219, 3.356317300825081], [-77.66387917184976, 1.2408698212247407]]","[-78.99093522817104, 0.256935533037435, -67.69508724635502, 9.091617010740467]",[]
503,503,COL,"POLYGON ((-77.53322058786573 5.582811997902497, -77.31881507028675 5.84535411216136, -77.47666073272228 6.691116441266303, -77.88157141794525 7.223771267114785, -77.7534138658614 7.709839789252143, -77.43110795765699 7.638061224798734, -77.24256649444008 7.935278225125444, -77.47472286651133 8.524286200388218, -77.35336076527386 8.67050466555807, -76.83667395700357 8.638749497914716, -76.08638383655786 9.336820583529487, -75.67460018584006 9.443248195834599, -75.66470414905618 9.774003200718738, -75.48042599150335 10.61899038333931, -74.90689510771199 11.08304474532032, -74.27675269234489 11.10203583418759, -74.1972226630477 11.31047272383687, -73.41476396350029 11.22701528568548, -72.62783525255963 11.73197154382552, -72.23819495307892 11.95554962813633, -71.75409013536864 12.43730316817731, -71.39982235379171 12.37604075769529, -71.13746110704588 12.11298187911351, -71.3315836249503 11.77628408451581, -71.97392167833829 11.60867157637712, -72.22757544624294 11.10870209395324, -72.61465776232521 10.82197540938178, -72.90528601753471 10.45034434655477, -73.02760413276957 9.736770331252444, -73.30495154488005 9.151999823437606, -72.83952399284453 9.091617010740467, -74.59202988068924 5.971536831267442, -77.53322058786573 5.582811997902497))",18.74255307989932,"[[-76.0140207198658, 8.267197133122412], [-75.56087853959684, 9.559987401549375], [-72.185093459594, 11.882455863579397], [-77.1577766397434, 7.625517948717746], [-75.7591227482918, 7.273680594666929], [-71.81291084590686, 11.82652162813973]]","[-77.88157141794525, 5.582811997902497, -71.13746110704588, 12.43730316817731]",[]
504,504,PAN,"POLYGON ((-77.35336076527386 8.67050466555807, -77.47472286651133 8.524286200388218, -77.24256649444008 7.935278225125444, -77.43110795765699 7.638061224798734, -77.7534138658614 7.709839789252143, -77.88157141794525 7.223771267114785, -78.21493608266012 7.512254950384161, -78.42916073272607 8.052041123888927, -78.18209570993864 8.319182440621773, -78.43546525746569 8.387705389840789, -78.62212053090394 8.718124497915028, -79.12030717641375 8.996092027213024, -79.55787736684519 8.932374986197146, -79.76057817251005 8.584515082224399, -80.16448116730334 8.333315944853595, -80.38265906443962 8.298408514840432, -80.4806892564973 8.090307522001069, -80.00368994822716 7.547524115423372, -80.276670701809 7.419754136581716, -80.42115800649708 7.271571966984765, -80.88640092642081 7.220541490096537, -81.05954281281473 7.817921047390597, -81.18971574575795 7.64790558515034, -81.51951473664468 7.706610012233909, -81.72131120474447 8.108962714058435, -82.13144120962892 8.175392767769637, -82.39093441438257 8.292362372262289, -82.82008134635042 8.290863755725823, -82.85095801464482 8.073822740099956, -82.96578304719736 8.225027980985985, -82.91317643912421 8.42351715741907, -82.82977067740516 8.62629547773237, -82.86865719270477 8.807266343618522, -82.71918311230053 8.925708726431495, -82.92715491405916 9.074330145702916, -82.93289099804358 9.476812038608173, -82.54619625520348 9.566134751824677, -82.18712256542341 9.207448635286781, -82.20758643261097 8.9955752628901, -81.80856686066929 8.950616766796173, -81.71415401887204 9.031955471223583, -81.43928707551154 8.786234035675719, -80.94730160187676 8.858503526235907, -80.52190121125008 9.111072089062432, -79.91459977895599 9.312765204297619, -79.57330278188431 9.611610012241528, -79.02119177927793 9.552931423374105, -79.05845048696037 9.454565334506526, -78.50088762074719 9.420458889193881, -78.05592770049802 9.247730414258299, -77.72951351592641 8.946844387238869, -77.35336076527386 8.67050466555807))",6.1812827871150136,"[[-80.15444627619398, 8.650148070579135], [-81.86593531926452, 8.63241480701189]]","[-82.96578304719736, 7.220541490096537, -77.24256649444008, 9.611610012241528]",[]
